item_id,domain,difficulty,question,correct_answer,template_id,seed
math_0417,math,6,"Marcus bought 3 rulers and paid $390 in total. Marcus's friend had mentioned wanting 34 rulers, but Marcus didn't get any for them. The cashier mentioned they had sold 6 rulers earlier that day to someone else. Each ruler cost the same amount. How much did each ruler cost?",130,reverse_purchase,249834828
math_0418,math,5,Kenji and Rachel pack orders together. Kenji can finish 72 per hour and Rachel can finish 70 per hour. Kenji had 38 coupons in a drawer at home but forgot to bring them. They work together for 6 hours. How many do they complete in total?,852,combined_work,1424694943
math_0419,math,1,Rachel goes to a store to buy notebooks. Each notebook costs $32. Rachel buys 5 of them. How much does Rachel spend in total?,160,simple_purchase,1980291394
math_0420,math,6,"Sarah wants to buy a camera that costs $684. The store is offering a 50% discount today. The cashier mentioned they had sold 48 items earlier that day to someone else. 20 of the items were slightly bruised, but Sarah kept them all. How much does Sarah pay after the discount?",342,percentage_discount,1090289435
math_0421,math,3,James goes to a store to buy notebooks. The receipt was printed on recycled paper. Each notebook costs $25. James buys 11 of them. How much does James spend in total?,275,simple_purchase,1132637511
math_0422,math,6,"James earned a total of $23454 over three days. James had 10 coupons in a drawer at home but forgot to bring them. There were 10 items in the clearance bin, but James wasn't interested. On the first day, James earned $6461. On the second day, James earned $9092. How much did James earn on the third day?",7901,reverse_earning,900526400
math_0423,math,1,Fatima goes to a store to buy erasers. Each eraser costs $41. Fatima buys 4 of them. How much does Fatima spend in total?,164,simple_purchase,1710034404
math_0424,math,4,"Nadia and James sort files together. The store also had 35 stamps on display, but Nadia didn't buy any. Nadia can finish 11 per hour and James can finish 55 per hour. They work together for 2 hours. How many do they complete in total?",132,combined_work,22814044
math_0425,math,6,"Nadia earned a total of $20371 over three days. On the first day, Nadia earned $8146. On the second day, Nadia earned $2702. 47 of the items were slightly bruised, but Nadia kept them all. The store's loyalty program showed Nadia had 20 points, which weren't redeemable yet. How much did Nadia earn on the third day?",9523,reverse_earning,652804058
math_0426,math,3,Fatima has $309. Fatima spends $48 on lunch. The receipt was printed on recycled paper. Fatima spends $89 on a book. How much money does Fatima have left?,172,remaining_after_spending,1510547414
math_0427,math,3,James goes to a store to buy rulers. Each ruler costs $21. The store had been open since 1987. James buys 8 of them. How much does James spend in total?,168,simple_purchase,483603032
math_0428,math,5,David has $13727. David spends $1733 on lunch. David spends $2991 on a book. David noticed that 32 other customers were in the store. How much money does David have left?,9003,remaining_after_spending,1260441496
math_0429,math,6,"Lin goes shopping with $4183. Lin noticed that 5 other customers were in the store. Lin buys 10 notebooks at $140 each. Lin buys 9 rulers at $100 each. Lin buys 10 pens at $69 each. On the way there, Lin passed 23 houses. How much money does Lin have left?",1193,multi_item_purchase,1578579709
math_0430,math,2,Tom has $31. Tom spends $6 on coffee. Tom spends $13 on a shirt. How much money does Tom have left?,12,remaining_after_spending,744592332
math_0431,math,2,Alex has $17. Alex spends $5 on a book. Alex spends $9 on a shirt. How much money does Alex have left?,3,remaining_after_spending,191809267
math_0432,math,5,"Omar reads 122 pages per hour. Omar had 8 coupons in a drawer at home but forgot to bring them. If Omar works for 3 hours, how many pages does Omar read?",366,rate_and_time,408048061
math_0433,math,5,"Omar builds 155 widgets per day. On the way there, Omar passed 22 houses. If Omar works for 7 days, how many widgets does Omar produce?",1085,rate_and_time,361989202
math_0434,math,3,Sarah has 497 pears. Sarah was wearing a red hat that day. Sarah gives 119 to Lin and buys 114 more. How many pears does Sarah have now?,492,give_and_buy,471130002
math_0435,math,1,Alex has 20 stickers and wants to share them equally among 2 friends. How many stickers does each friend get?,10,share_equally,1894488586
math_0436,math,6,"Sarah earned a total of $18685 over three days. On the way there, Sarah passed 7 houses. On the first day, Sarah earned $7839. On the second day, Sarah earned $8135. The shelf had 7 empty spots where items used to be. How much did Sarah earn on the third day?",2711,reverse_earning,1572763065
math_0437,math,6,"Omar goes shopping with $2584. There were 43 items in the clearance bin, but Omar wasn't interested. The store's loyalty program showed Omar had 7 points, which weren't redeemable yet. Omar buys 1 rulers at $134 each. Omar buys 1 erasers at $70 each. Omar buys 8 markers at $125 each. How much money does Omar have left?",1380,multi_item_purchase,1465726661
math_0438,math,6,"Marcus bought 11 notebooks and paid $2123 in total. 11 of the notebooks were slightly bruised, but Marcus kept them all. Each notebook cost the same amount. There were 23 items in the clearance bin, but Marcus wasn't interested. How much did each notebook cost?",193,reverse_purchase,93519190
math_0439,math,1,Nadia goes to a store to buy rulers. Each ruler costs $47. Nadia buys 9 of them. How much does Nadia spend in total?,423,simple_purchase,1493179081
math_0440,math,3,Omar wants to buy a laptop that costs $264. It was a sunny Wednesday afternoon. The store is offering a 50% discount today. How much does Omar pay after the discount?,132,percentage_discount,1010285313
math_0441,math,1,Tom has 9 mangoes. Tom gives 2 to Lin and buys 17 more. How many mangoes does Tom have now?,24,give_and_buy,1030509027
math_0442,math,1,Tom has 15 oranges. Tom gives 6 to James and buys 4 more. How many oranges does Tom have now?,13,give_and_buy,1803740873
math_0443,math,5,"Maria wants to buy a bicycle that costs $9630. 16 of the items were slightly bruised, but Maria kept them all. The store is offering a 10% discount today. How much does Maria pay after the discount?",8667,percentage_discount,76399155
math_0444,math,2,Rachel has 30 stickers and wants to share them equally among 6 friends. How many stickers does each friend get?,5,share_equally,1614934286
math_0445,math,2,"Nadia earned money over 3 days. On Monday, Nadia earned $12. On Tuesday, Nadia earned $32. On Wednesday, Nadia earned $20. How much did Nadia earn in total?",64,multi_day_earning,579238995
math_0446,math,5,"Sarah earned money over 4 days. On Monday, Sarah earned $3073. On Tuesday, Sarah earned $6719. On Wednesday, Sarah earned $7444. On Thursday, Sarah earned $759. Sarah noticed that 3 other customers were in the store. How much did Sarah earn in total?",17995,multi_day_earning,616176879
math_0447,math,1,Tom has 22 oranges. Tom gives 9 to Rachel and buys 46 more. How many oranges does Tom have now?,59,give_and_buy,2018807828
math_0448,math,5,Kenji starts a small business selling posters. Kenji buys 76 posters at $61 each. Kenji sells 75 of them at $108 each. The cashier mentioned they had sold 35 posters earlier that day to someone else. Kenji also pays $539 in overhead costs. What is Kenji's profit?,2925,profit_calculation,1639078152
math_0449,math,1,Omar has 20 marbles and wants to share them equally among 5 friends. How many marbles does each friend get?,4,share_equally,628605732
math_0450,math,5,"Tom has 2704 apples and 5125 peaches. Tom gives 217 apples to a friend. The store's loyalty program showed Tom had 20 points, which weren't redeemable yet. How many apples does Tom have now?",2487,trap_irrelevant_operation,48933144
math_0451,math,5,James wants to buy a bicycle that costs $9388. The store is offering a 25% discount today. James had 11 coupons in a drawer at home but forgot to bring them. How much does James pay after the discount?,7041,percentage_discount,2118253278
math_0452,math,2,Priya goes to a store to buy markers. Each marker costs $34. Priya buys 4 of them. How much does Priya spend in total?,136,simple_purchase,888996598
math_0453,math,4,"Rachel has $763. Rachel spends $177 on coffee. Rachel spends $167 on a gift. The store's loyalty program showed Rachel had 26 points, which weren't redeemable yet. How much money does Rachel have left?",419,remaining_after_spending,1689107690
math_0454,math,5,"Priya has 771 toy cars. Rachel has 5 times as many toy cars as Priya. The store also had 5 candles on display, but Priya didn't buy any. How many toy cars do they have together?",4626,two_step_ratio,1329069563
math_0455,math,2,Carlos goes to a store to buy markers. Each marker costs $32. Carlos buys 17 of them. How much does Carlos spend in total?,544,simple_purchase,1752357227
math_0456,math,4,Maria has 344 marbles and wants to share them equally among 4 friends. The shelf had 11 empty spots where marbles used to be. How many marbles does each friend get?,86,share_equally,1042845984
math_0457,math,1,Fatima has 40 stickers and wants to share them equally among 8 friends. How many stickers does each friend get?,5,share_equally,1930136028
math_0458,math,3,Tom has 494 pears. The receipt was printed on recycled paper. Tom gives 144 to James and buys 107 more. How many pears does Tom have now?,457,give_and_buy,71278427
math_0459,math,5,Fatima goes shopping with $3139. Fatima buys 7 pens at $20 each. Fatima buys 6 erasers at $176 each. Fatima buys 2 markers at $125 each. The shelf had 9 empty spots where items used to be. How much money does Fatima have left?,1693,multi_item_purchase,1146991877
math_0460,math,6,"Fatima starts a small business selling phone cases. On the way there, Fatima passed 46 houses. Fatima buys 63 phone cases at $22 each. Fatima sells 36 of them at $42 each. The store also had 16 magazines on display, but Fatima didn't buy any. Fatima also pays $229 in overhead costs. What is Fatima's profit?",-103,profit_calculation,395090148
math_0461,math,2,Tom has 26 peaches. Tom gives 4 to Alex and buys 29 more. How many peaches does Tom have now?,51,give_and_buy,455841806
